testerID,name,twitter
301760,Michael Schachner,@wineschach
301761,Roger Voss,@vossroger
301762,Anna Lee C. Iijima,
301763,Virginie Boone,@vboone
301764,Anna Lee C. Iijima,
301765,Michael Schachner,@wineschach
301766,Roger Voss,@vossroger
301767,Sean P. Sullivan,@wawinereport
301768,Roger Voss,@vossroger
301769,Roger Voss,@vossroger
301770,Michael Schachner,@wineschach
301771,Roger Voss,@vossroger
301772,Jim Gordon,@gordone_cellars
301773,Roger Voss,@vossroger
301774,Michael Schachner,@wineschach
301775,Virginie Boone,@vboone
301776,Roger Voss,@vossroger
301777,Roger Voss,@vossroger
301778,Roger Voss,@vossroger
301779,Roger Voss,@vossroger
301780,Roger Voss,@vossroger
301781,Paul Gregutt,@paulgwine
301782,Kerin O’Keefe,@kerinokeefe
301783,Michael Schachner,@wineschach
301784,Roger Voss,@vossroger
301785,Roger Voss,@vossroger
301786,Roger Voss,@vossroger
301787,Sean P. Sullivan,@wawinereport
301788,,
301789,,
301790,,
301791,Michael Schachner,@wineschach
301792,,
301793,Paul Gregutt,@paulgwine
301794,Kerin O’Keefe,@kerinokeefe
301795,,
301796,,
301797,Paul Gregutt,@paulgwine
301798,Kerin O’Keefe,@kerinokeefe
301799,Kerin O’Keefe,@kerinokeefe
301800,Roger Voss,@vossroger
301801,Roger Voss,@vossroger
301802,Roger Voss,@vossroger
301803,Roger Voss,@vossroger
301804,Roger Voss,@vossroger
301805,Roger Voss,@vossroger
301806,Matt Kettmann,@mattkettmann
301807,Michael Schachner,@wineschach
301808,Roger Voss,@vossroger
301809,Matt Kettmann,@mattkettmann
301810,Michael Schachner,@wineschach
301811,Michael Schachner,@wineschach
301812,Jim Gordon,@gordone_cellars
301813,Roger Voss,@vossroger
301814,Roger Voss,@vossroger
301815,Michael Schachner,@wineschach
301816,Michael Schachner,@wineschach
301817,Michael Schachner,@wineschach
301818,Virginie Boone,@vboone
301819,Roger Voss,@vossroger
301820,Roger Voss,@vossroger
301821,Roger Voss,@vossroger
301822,Roger Voss,@vossroger
301823,Michael Schachner,@wineschach
301824,Roger Voss,@vossroger
301825,Roger Voss,@vossroger
301826,Matt Kettmann,@mattkettmann
301827,Roger Voss,@vossroger
301828,Michael Schachner,@wineschach
301829,Michael Schachner,@wineschach
301830,Virginie Boone,@vboone
301831,Paul Gregutt,@paulgwine
301832,Virginie Boone,@vboone
301833,Jim Gordon,@gordone_cellars
301834,Michael Schachner,@wineschach
301835,Jim Gordon,@gordone_cellars
301836,Michael Schachner,@wineschach
301837,Alexander Peartree,
301838,Roger Voss,@vossroger
301839,Virginie Boone,@vboone
301840,Virginie Boone,@vboone
301841,Virginie Boone,@vboone
301842,Jim Gordon,@gordone_cellars
301843,Virginie Boone,@vboone
301844,Michael Schachner,@wineschach
301845,Michael Schachner,@wineschach
301846,Michael Schachner,@wineschach
301847,Michael Schachner,@wineschach
301848,Michael Schachner,@wineschach
301849,Michael Schachner,@wineschach
301850,Jim Gordon,@gordone_cellars
301851,Alexander Peartree,
301852,Michael Schachner,@wineschach
301853,Roger Voss,@vossroger
301854,Paul Gregutt,@paulgwine
301855,Michael Schachner,@wineschach
301856,Michael Schachner,@wineschach
301857,Virginie Boone,@vboone
301858,Virginie Boone,@vboone
301859,Paul Gregutt,@paulgwine
301860,Kerin O’Keefe,@kerinokeefe
301861,Roger Voss,@vossroger
301862,Roger Voss,@vossroger
301863,Roger Voss,@vossroger
301864,,
301865,,
301866,,
301867,Paul Gregutt,@paulgwine
301868,Virginie Boone,@vboone
301869,Paul Gregutt,@paulgwine
301870,,
301871,Roger Voss,@vossroger
301872,Roger Voss,@vossroger
301873,Roger Voss,@vossroger
301874,Paul Gregutt,@paulgwine
301875,Lauren Buzzeo,@laurbuzz
301876,,
301877,,
301878,,
301879,,
301880,Roger Voss,@vossroger
301881,Roger Voss,@vossroger
301882,Paul Gregutt,@paulgwine
301883,Paul Gregutt,@paulgwine
301884,,
301885,Roger Voss,@vossroger
301886,,
301887,Joe Czerwinski,@JoeCz
301888,,
301889,Paul Gregutt,@paulgwine
301890,Roger Voss,@vossroger
301891,Joe Czerwinski,@JoeCz
301892,Joe Czerwinski,@JoeCz
301893,,
301894,,
301895,Joe Czerwinski,@JoeCz
301896,,
301897,Paul Gregutt,@paulgwine
301898,Joe Czerwinski,@JoeCz
301899,Michael Schachner,@wineschach
301900,Michael Schachner,@wineschach
301901,Paul Gregutt,@paulgwine
301902,Roger Voss,@vossroger
301903,Michael Schachner,@wineschach
301904,Joe Czerwinski,@JoeCz
301905,,
301906,,
301907,Michael Schachner,@wineschach
301908,,
301909,Joe Czerwinski,@JoeCz
301910,Joe Czerwinski,@JoeCz
301911,,
301912,,
301913,Roger Voss,@vossroger
301914,Paul Gregutt,@paulgwine
301915,,
301916,Michael Schachner,@wineschach
301917,Michael Schachner,@wineschach
301918,Michael Schachner,@wineschach
301919,Roger Voss,@vossroger
301920,Roger Voss,@vossroger
301921,Roger Voss,@vossroger
301922,Sean P. Sullivan,@wawinereport
301923,Roger Voss,@vossroger
301924,,
301925,Michael Schachner,@wineschach
301926,Kerin O’Keefe,@kerinokeefe
301927,Paul Gregutt,@paulgwine
301928,Roger Voss,@vossroger
301929,Kerin O’Keefe,@kerinokeefe
301930,,
301931,Joe Czerwinski,@JoeCz
301932,Lauren Buzzeo,@laurbuzz
301933,Kerin O’Keefe,@kerinokeefe
301934,Roger Voss,@vossroger
301935,Joe Czerwinski,@JoeCz
301936,Michael Schachner,@wineschach
301937,,
301938,Michael Schachner,@wineschach
301939,Michael Schachner,@wineschach
301940,Sean P. Sullivan,@wawinereport
301941,Roger Voss,@vossroger
301942,Roger Voss,@vossroger
301943,Paul Gregutt,@paulgwine
301944,,
301945,Roger Voss,@vossroger
301946,,
301947,,
301948,Paul Gregutt,@paulgwine
301949,,
301950,Michael Schachner,@wineschach
301951,Paul Gregutt,@paulgwine
301952,Roger Voss,@vossroger
301953,,
301954,Paul Gregutt,@paulgwine
301955,Michael Schachner,@wineschach
301956,Lauren Buzzeo,@laurbuzz
301957,,
301958,Roger Voss,@vossroger
301959,,
301960,,
301961,,
301962,,
301963,,
301964,,
301965,Roger Voss,@vossroger
301966,Michael Schachner,@wineschach
301967,Paul Gregutt,@paulgwine
301968,,
301969,Roger Voss,@vossroger
301970,Roger Voss,@vossroger
301971,Roger Voss,@vossroger
301972,Roger Voss,@vossroger
301973,,
301974,Paul Gregutt,@paulgwine
301975,Paul Gregutt,@paulgwine
301976,,
301977,Roger Voss,@vossroger
301978,,
301979,,
301980,,
301981,,
301982,,
301983,,
301984,,
301985,,
301986,,
301987,Roger Voss,@vossroger
301988,Michael Schachner,@wineschach
301989,Michael Schachner,@wineschach
301990,Paul Gregutt,@paulgwine
301991,Roger Voss,@vossroger
301992,Michael Schachner,@wineschach
301993,Michael Schachner,@wineschach
301994,Michael Schachner,@wineschach
301995,Alexander Peartree,
301996,Virginie Boone,@vboone
301997,Paul Gregutt,@paulgwine
301998,Kerin O’Keefe,@kerinokeefe
301999,Roger Voss,@vossroger
302000,Roger Voss,@vossroger
302001,Kerin O’Keefe,@kerinokeefe
302002,Michael Schachner,@wineschach
302003,Michael Schachner,@wineschach
302004,Roger Voss,@vossroger
302005,Paul Gregutt,@paulgwine
302006,Roger Voss,@vossroger
302007,Roger Voss,@vossroger
302008,Roger Voss,@vossroger
302009,Jim Gordon,@gordone_cellars
302010,Roger Voss,@vossroger
302011,Roger Voss,@vossroger
302012,Matt Kettmann,@mattkettmann
302013,Michael Schachner,@wineschach
302014,Roger Voss,@vossroger
302015,Michael Schachner,@wineschach
302016,Roger Voss,@vossroger
302017,Roger Voss,@vossroger
302018,Roger Voss,@vossroger
302019,,
302020,,
302021,,
302022,Sean P. Sullivan,@wawinereport
302023,Kerin O’Keefe,@kerinokeefe
302024,Kerin O’Keefe,@kerinokeefe
302025,Paul Gregutt,@paulgwine
302026,Michael Schachner,@wineschach
302027,Roger Voss,@vossroger
302028,Michael Schachner,@wineschach
302029,Kerin O’Keefe,@kerinokeefe
302030,Kerin O’Keefe,@kerinokeefe
302031,Kerin O’Keefe,@kerinokeefe
302032,,
302033,Roger Voss,@vossroger
302034,Roger Voss,@vossroger
302035,,
302036,,
302037,Kerin O’Keefe,@kerinokeefe
302038,Kerin O’Keefe,@kerinokeefe
302039,Roger Voss,@vossroger
302040,,
302041,Roger Voss,@vossroger
302042,Roger Voss,@vossroger
302043,,
302044,,
302045,,
302046,,
302047,,
302048,,
302049,Roger Voss,@vossroger
302050,Roger Voss,@vossroger
302051,Roger Voss,@vossroger
302052,Roger Voss,@vossroger
302053,,
302054,,
302055,,
302056,,
302057,,
302058,,
302059,,
302060,,
302061,,
302062,,
302063,,
302064,Roger Voss,@vossroger
302065,,
302066,,
302067,,
302068,,
302069,Paul Gregutt,@paulgwine
302070,,
302071,,
302072,Roger Voss,@vossroger
302073,,
302074,Paul Gregutt,@paulgwine
302075,,
302076,,
302077,Roger Voss,@vossroger
302078,Paul Gregutt,@paulgwine
302079,Michael Schachner,@wineschach
302080,Roger Voss,@vossroger
302081,,
302082,,
302083,,
302084,Michael Schachner,@wineschach
302085,Michael Schachner,@wineschach
302086,,
302087,,
302088,,
302089,,
302090,Roger Voss,@vossroger
302091,Paul Gregutt,@paulgwine
302092,Roger Voss,@vossroger
302093,,
302094,,
302095,Roger Voss,@vossroger
302096,,
302097,,
302098,,
302099,,
302100,,
302101,,
302102,,
302103,,
302104,,
302105,Roger Voss,@vossroger
302106,Michael Schachner,@wineschach
302107,,
302108,,
302109,,
302110,Paul Gregutt,@paulgwine
302111,,
302112,Joe Czerwinski,@JoeCz
302113,Joe Czerwinski,@JoeCz
302114,Roger Voss,@vossroger
302115,Roger Voss,@vossroger
302116,Susan Kostrzewa,@suskostrzewa
302117,,
302118,Paul Gregutt,@paulgwine
302119,Paul Gregutt,@paulgwine
302120,Virginie Boone,@vboone
302121,Anna Lee C. Iijima,
302122,Roger Voss,@vossroger
302123,Roger Voss,@vossroger
302124,Roger Voss,@vossroger
302125,Roger Voss,@vossroger
302126,,
302127,,
302128,,
302129,Paul Gregutt,@paulgwine
302130,,
302131,Roger Voss,@vossroger
302132,,
302133,Roger Voss,@vossroger
302134,,
302135,Kerin O’Keefe,@kerinokeefe
302136,Michael Schachner,@wineschach
302137,Jim Gordon,@gordone_cellars
302138,Joe Czerwinski,@JoeCz
302139,Michael Schachner,@wineschach
302140,Kerin O’Keefe,@kerinokeefe
302141,Michael Schachner,@wineschach
302142,Michael Schachner,@wineschach
302143,Roger Voss,@vossroger
302144,Roger Voss,@vossroger
302145,Sean P. Sullivan,@wawinereport
302146,Michael Schachner,@wineschach
302147,Paul Gregutt,@paulgwine
302148,Kerin O’Keefe,@kerinokeefe
302149,Kerin O’Keefe,@kerinokeefe
302150,Roger Voss,@vossroger
302151,Jim Gordon,@gordone_cellars
302152,Michael Schachner,@wineschach
302153,Jim Gordon,@gordone_cellars
302154,Michael Schachner,@wineschach
302155,Michael Schachner,@wineschach
302156,Michael Schachner,@wineschach
302157,Sean P. Sullivan,@wawinereport
302158,Roger Voss,@vossroger
302159,Roger Voss,@vossroger
302160,Kerin O’Keefe,@kerinokeefe
302161,Kerin O’Keefe,@kerinokeefe
302162,Jim Gordon,@gordone_cellars
302163,Michael Schachner,@wineschach
302164,Paul Gregutt,@paulgwine
302165,Anna Lee C. Iijima,
302166,Anna Lee C. Iijima,
302167,Susan Kostrzewa,@suskostrzewa
302168,Virginie Boone,@vboone
302169,Virginie Boone,@vboone
302170,Jim Gordon,@gordone_cellars
302171,Anne Krebiehl MW,@AnneInVino
302172,Kerin O’Keefe,@kerinokeefe
302173,Sean P. Sullivan,@wawinereport
302174,Kerin O’Keefe,@kerinokeefe
302175,Jim Gordon,@gordone_cellars
302176,Michael Schachner,@wineschach
302177,Virginie Boone,@vboone
302178,Virginie Boone,@vboone
302179,Anne Krebiehl MW,@AnneInVino
302180,Michael Schachner,@wineschach
302181,Joe Czerwinski,@JoeCz
302182,Michael Schachner,@wineschach
302183,Jim Gordon,@gordone_cellars
302184,Susan Kostrzewa,@suskostrzewa
302185,Sean P. Sullivan,@wawinereport
302186,Susan Kostrzewa,@suskostrzewa
302187,Kerin O’Keefe,@kerinokeefe
302188,Jim Gordon,@gordone_cellars
302189,Anna Lee C. Iijima,
302190,Jim Gordon,@gordone_cellars
302191,Matt Kettmann,@mattkettmann
302192,Matt Kettmann,@mattkettmann
302193,Matt Kettmann,@mattkettmann
302194,Sean P. Sullivan,@wawinereport
302195,Michael Schachner,@wineschach
302196,Virginie Boone,@vboone
302197,Jim Gordon,@gordone_cellars
302198,Matt Kettmann,@mattkettmann
302199,Kerin O’Keefe,@kerinokeefe
302200,Anne Krebiehl MW,@AnneInVino
302201,Virginie Boone,@vboone
302202,Matt Kettmann,@mattkettmann
302203,Matt Kettmann,@mattkettmann
302204,Sean P. Sullivan,@wawinereport
302205,Sean P. Sullivan,@wawinereport
302206,Michael Schachner,@wineschach
302207,Matt Kettmann,@mattkettmann
302208,Anne Krebiehl MW,@AnneInVino
302209,Virginie Boone,@vboone
302210,Matt Kettmann,@mattkettmann
302211,Virginie Boone,@vboone
302212,Matt Kettmann,@mattkettmann
302213,Anne Krebiehl MW,@AnneInVino
302214,Kerin O’Keefe,@kerinokeefe
302215,Roger Voss,@vossroger
302216,Matt Kettmann,@mattkettmann
302217,Joe Czerwinski,@JoeCz
302218,Anne Krebiehl MW,@AnneInVino
302219,Michael Schachner,@wineschach
302220,Michael Schachner,@wineschach
302221,Matt Kettmann,@mattkettmann
302222,Matt Kettmann,@mattkettmann
302223,Sean P. Sullivan,@wawinereport
302224,Anna Lee C. Iijima,
302225,,
302226,,
302227,,
302228,Roger Voss,@vossroger
302229,,
302230,,
302231,,
302232,,
302233,,
302234,,
302235,,
302236,,
302237,,
302238,,
302239,,
302240,,
302241,,
302242,,
302243,,
302244,,
302245,Roger Voss,@vossroger
302246,Roger Voss,@vossroger
302247,,
302248,,
302249,,
302250,,
302251,,
302252,,
302253,,
302254,,
302255,Michael Schachner,@wineschach
302256,,
302257,,
302258,,
302259,Roger Voss,@vossroger
302260,Roger Voss,@vossroger
302261,,
302262,Roger Voss,@vossroger
302263,,
302264,,
302265,Roger Voss,@vossroger
302266,Roger Voss,@vossroger
302267,,
302268,,
302269,,
302270,,
302271,,
302272,,
302273,Anna Lee C. Iijima,
302274,Roger Voss,@vossroger
302275,,
302276,Kerin O’Keefe,@kerinokeefe
302277,Kerin O’Keefe,@kerinokeefe
302278,Michael Schachner,@wineschach
302279,,
302280,Roger Voss,@vossroger
302281,,
302282,Paul Gregutt,@paulgwine
302283,Kerin O’Keefe,@kerinokeefe
302284,Sean P. Sullivan,@wawinereport
302285,Michael Schachner,@wineschach
302286,Michael Schachner,@wineschach
302287,,
302288,Kerin O’Keefe,@kerinokeefe
302289,Anna Lee C. Iijima,
302290,Virginie Boone,@vboone
302291,,
302292,Michael Schachner,@wineschach
302293,Anna Lee C. Iijima,
302294,,
302295,Joe Czerwinski,@JoeCz
302296,,
302297,,
302298,,
302299,Paul Gregutt,@paulgwine
302300,Joe Czerwinski,@JoeCz
302301,Joe Czerwinski,@JoeCz
302302,,
302303,Susan Kostrzewa,@suskostrzewa
302304,Paul Gregutt,@paulgwine
302305,,
302306,,
302307,Roger Voss,@vossroger
302308,,
302309,,
302310,Michael Schachner,@wineschach
302311,Joe Czerwinski,@JoeCz
302312,Joe Czerwinski,@JoeCz
302313,Joe Czerwinski,@JoeCz
302314,,
302315,,
302316,,
302317,,
302318,,
302319,,
302320,Roger Voss,@vossroger
302321,Roger Voss,@vossroger
302322,Roger Voss,@vossroger
302323,Roger Voss,@vossroger
302324,Roger Voss,@vossroger
302325,Roger Voss,@vossroger
302326,Jim Gordon,@gordone_cellars
302327,Sean P. Sullivan,@wawinereport
302328,Jim Gordon,@gordone_cellars
302329,Jim Gordon,@gordone_cellars
302330,Kerin O’Keefe,@kerinokeefe
302331,Anna Lee C. Iijima,
302332,Michael Schachner,@wineschach
302333,Roger Voss,@vossroger
302334,Matt Kettmann,@mattkettmann
302335,Michael Schachner,@wineschach
302336,Sean P. Sullivan,@wawinereport
302337,Michael Schachner,@wineschach
302338,Virginie Boone,@vboone
302339,Michael Schachner,@wineschach
302340,Jim Gordon,@gordone_cellars
302341,Sean P. Sullivan,@wawinereport
302342,Michael Schachner,@wineschach
302343,Anna Lee C. Iijima,
302344,Jim Gordon,@gordone_cellars
302345,Roger Voss,@vossroger
302346,Jim Gordon,@gordone_cellars
302347,Jim Gordon,@gordone_cellars
302348,Jim Gordon,@gordone_cellars
302349,Sean P. Sullivan,@wawinereport
302350,Virginie Boone,@vboone
302351,Kerin O’Keefe,@kerinokeefe
302352,Michael Schachner,@wineschach
302353,,
302354,,
302355,,
302356,,
302357,Michael Schachner,@wineschach
302358,Virginie Boone,@vboone
302359,,
302360,Roger Voss,@vossroger
302361,Roger Voss,@vossroger
302362,Roger Voss,@vossroger
302363,Kerin O’Keefe,@kerinokeefe
302364,,
302365,Roger Voss,@vossroger
302366,Roger Voss,@vossroger
302367,Paul Gregutt,@paulgwine
302368,Paul Gregutt,@paulgwine
302369,Roger Voss,@vossroger
302370,Kerin O’Keefe,@kerinokeefe
302371,Paul Gregutt,@paulgwine
302372,Roger Voss,@vossroger
302373,Roger Voss,@vossroger
302374,Kerin O’Keefe,@kerinokeefe
302375,Kerin O’Keefe,@kerinokeefe
302376,Paul Gregutt,@paulgwine
302377,Kerin O’Keefe,@kerinokeefe
302378,Paul Gregutt,@paulgwine
302379,Kerin O’Keefe,@kerinokeefe
302380,Carrie Dykes,
302381,Fiona Adams,@bkfiona
302382,Roger Voss,@vossroger
302383,Roger Voss,@vossroger
302384,Roger Voss,@vossroger
302385,Roger Voss,@vossroger
302386,Jim Gordon,@gordone_cellars
302387,Paul Gregutt,@paulgwine
302388,Michael Schachner,@wineschach
302389,Roger Voss,@vossroger
302390,Roger Voss,@vossroger
302391,Roger Voss,@vossroger
302392,Roger Voss,@vossroger
302393,Roger Voss,@vossroger
302394,Roger Voss,@vossroger
302395,Roger Voss,@vossroger
302396,Paul Gregutt,@paulgwine
302397,Roger Voss,@vossroger
302398,Roger Voss,@vossroger
302399,Roger Voss,@vossroger
302400,Paul Gregutt,@paulgwine
302401,Joe Czerwinski,@JoeCz
302402,Kerin O’Keefe,@kerinokeefe
302403,Virginie Boone,@vboone
302404,Roger Voss,@vossroger
302405,Virginie Boone,@vboone
302406,Joe Czerwinski,@JoeCz
302407,Fiona Adams,@bkfiona
302408,Roger Voss,@vossroger
302409,Virginie Boone,@vboone
302410,,
302411,Michael Schachner,@wineschach
302412,,
302413,,
302414,Roger Voss,@vossroger
302415,,
302416,,
302417,,
302418,,
302419,Michael Schachner,@wineschach
302420,,
302421,,
302422,Roger Voss,@vossroger
302423,Roger Voss,@vossroger
302424,Paul Gregutt,@paulgwine
302425,Michael Schachner,@wineschach
302426,,
302427,,
302428,Roger Voss,@vossroger
302429,,
302430,Paul Gregutt,@paulgwine
302431,Paul Gregutt,@paulgwine
302432,Roger Voss,@vossroger
302433,Roger Voss,@vossroger
302434,Michael Schachner,@wineschach
302435,,
302436,,
302437,,
302438,Roger Voss,@vossroger
302439,Kerin O’Keefe,@kerinokeefe
302440,Virginie Boone,@vboone
302441,Matt Kettmann,@mattkettmann
302442,Virginie Boone,@vboone
302443,Paul Gregutt,@paulgwine
302444,Virginie Boone,@vboone
302445,Kerin O’Keefe,@kerinokeefe
302446,Kerin O’Keefe,@kerinokeefe
302447,Virginie Boone,@vboone
302448,Kerin O’Keefe,@kerinokeefe
302449,Kerin O’Keefe,@kerinokeefe
302450,Anna Lee C. Iijima,
302451,Kerin O’Keefe,@kerinokeefe
302452,Jim Gordon,@gordone_cellars
302453,Matt Kettmann,@mattkettmann
302454,Sean P. Sullivan,@wawinereport
302455,Sean P. Sullivan,@wawinereport
302456,Sean P. Sullivan,@wawinereport
302457,Jim Gordon,@gordone_cellars
302458,Jim Gordon,@gordone_cellars
302459,Jim Gordon,@gordone_cellars
302460,Kerin O’Keefe,@kerinokeefe
302461,Virginie Boone,@vboone
302462,Roger Voss,@vossroger
302463,Roger Voss,@vossroger
302464,Roger Voss,@vossroger
302465,Roger Voss,@vossroger
302466,Roger Voss,@vossroger
302467,Roger Voss,@vossroger
302468,Roger Voss,@vossroger
302469,Kerin O’Keefe,@kerinokeefe
302470,Michael Schachner,@wineschach
302471,Michael Schachner,@wineschach
302472,Jim Gordon,@gordone_cellars
302473,Anna Lee C. Iijima,
302474,Jim Gordon,@gordone_cellars
302475,Matt Kettmann,@mattkettmann
302476,Jim Gordon,@gordone_cellars
302477,Matt Kettmann,@mattkettmann
302478,Virginie Boone,@vboone
302479,Matt Kettmann,@mattkettmann
302480,Virginie Boone,@vboone
302481,Matt Kettmann,@mattkettmann
302482,Sean P. Sullivan,@wawinereport
302483,Sean P. Sullivan,@wawinereport
302484,Sean P. Sullivan,@wawinereport
302485,Sean P. Sullivan,@wawinereport
302486,Sean P. Sullivan,@wawinereport
302487,Jeff Jenssen,@worldwineguys
302488,Michael Schachner,@wineschach
302489,Sean P. Sullivan,@wawinereport
302490,Matt Kettmann,@mattkettmann
302491,Anne Krebiehl MW,@AnneInVino
302492,Anne Krebiehl MW,@AnneInVino
302493,Roger Voss,@vossroger
302494,Michael Schachner,@wineschach
302495,Michael Schachner,@wineschach
302496,Virginie Boone,@vboone
302497,Kerin O’Keefe,@kerinokeefe
302498,Kerin O’Keefe,@kerinokeefe
302499,Matt Kettmann,@mattkettmann
302500,Anna Lee C. Iijima,
302501,Anne Krebiehl MW,@AnneInVino
302502,Jeff Jenssen,@worldwineguys
302503,Sean P. Sullivan,@wawinereport
302504,Virginie Boone,@vboone
302505,Michael Schachner,@wineschach
302506,Matt Kettmann,@mattkettmann
302507,Matt Kettmann,@mattkettmann
302508,Virginie Boone,@vboone
302509,Michael Schachner,@wineschach
302510,Kerin O’Keefe,@kerinokeefe
302511,Kerin O’Keefe,@kerinokeefe
302512,Kerin O’Keefe,@kerinokeefe
302513,Kerin O’Keefe,@kerinokeefe
302514,Paul Gregutt,@paulgwine
302515,Kerin O’Keefe,@kerinokeefe
302516,Virginie Boone,@vboone
302517,Kerin O’Keefe,@kerinokeefe
302518,Joe Czerwinski,@JoeCz
302519,Kerin O’Keefe,@kerinokeefe
302520,Kerin O’Keefe,@kerinokeefe
302521,Kerin O’Keefe,@kerinokeefe
302522,Kerin O’Keefe,@kerinokeefe
302523,Kerin O’Keefe,@kerinokeefe
302524,Kerin O’Keefe,@kerinokeefe
302525,Kerin O’Keefe,@kerinokeefe
302526,Kerin O’Keefe,@kerinokeefe
302527,Kerin O’Keefe,@kerinokeefe
302528,Virginie Boone,@vboone
302529,Anne Krebiehl MW,@AnneInVino
302530,Anne Krebiehl MW,@AnneInVino
302531,Virginie Boone,@vboone
302532,Michael Schachner,@wineschach
302533,Joe Czerwinski,@JoeCz
302534,Matt Kettmann,@mattkettmann
302535,Michael Schachner,@wineschach
302536,Anne Krebiehl MW,@AnneInVino
302537,Matt Kettmann,@mattkettmann
302538,Kerin O’Keefe,@kerinokeefe
302539,Lauren Buzzeo,@laurbuzz
302540,Virginie Boone,@vboone
302541,Kerin O’Keefe,@kerinokeefe
302542,Joe Czerwinski,@JoeCz
302543,Jim Gordon,@gordone_cellars
302544,Roger Voss,@vossroger
302545,Matt Kettmann,@mattkettmann
302546,Anna Lee C. Iijima,
302547,Joe Czerwinski,@JoeCz
302548,Anne Krebiehl MW,@AnneInVino
302549,Michael Schachner,@wineschach
302550,Michael Schachner,@wineschach
302551,Matt Kettmann,@mattkettmann
302552,Michael Schachner,@wineschach
302553,Jim Gordon,@gordone_cellars
302554,Matt Kettmann,@mattkettmann
302555,Virginie Boone,@vboone
302556,Virginie Boone,@vboone
302557,Matt Kettmann,@mattkettmann
302558,Matt Kettmann,@mattkettmann
302559,Jim Gordon,@gordone_cellars
302560,Virginie Boone,@vboone
302561,Joe Czerwinski,@JoeCz
302562,Matt Kettmann,@mattkettmann
302563,Kerin O’Keefe,@kerinokeefe
302564,Matt Kettmann,@mattkettmann
302565,Matt Kettmann,@mattkettmann
302566,Anne Krebiehl MW,@AnneInVino
302567,Sean P. Sullivan,@wawinereport
302568,Sean P. Sullivan,@wawinereport
302569,Sean P. Sullivan,@wawinereport
302570,Sean P. Sullivan,@wawinereport
302571,Kerin O’Keefe,@kerinokeefe
302572,Sean P. Sullivan,@wawinereport
302573,Sean P. Sullivan,@wawinereport
302574,Kerin O’Keefe,@kerinokeefe
302575,Sean P. Sullivan,@wawinereport
302576,Matt Kettmann,@mattkettmann
302577,Sean P. Sullivan,@wawinereport
302578,Sean P. Sullivan,@wawinereport
302579,Sean P. Sullivan,@wawinereport
302580,Sean P. Sullivan,@wawinereport
302581,Sean P. Sullivan,@wawinereport
302582,Sean P. Sullivan,@wawinereport
302583,Sean P. Sullivan,@wawinereport
302584,Virginie Boone,@vboone
302585,Roger Voss,@vossroger
302586,Roger Voss,@vossroger
302587,Roger Voss,@vossroger
302588,Joe Czerwinski,@JoeCz
302589,Roger Voss,@vossroger
302590,Anna Lee C. Iijima,
302591,Paul Gregutt,@paulgwine
302592,Kerin O’Keefe,@kerinokeefe
302593,Kerin O’Keefe,@kerinokeefe
302594,Paul Gregutt,@paulgwine
302595,Joe Czerwinski,@JoeCz
302596,Roger Voss,@vossroger
302597,Lauren Buzzeo,@laurbuzz
302598,Anna Lee C. Iijima,
302599,Joe Czerwinski,@JoeCz
302600,Anna Lee C. Iijima,
302601,Joe Czerwinski,@JoeCz
302602,,
302603,Virginie Boone,@vboone
302604,Michael Schachner,@wineschach
302605,,
302606,,
302607,Michael Schachner,@wineschach
302608,Michael Schachner,@wineschach
302609,Paul Gregutt,@paulgwine
302610,Paul Gregutt,@paulgwine
302611,,
302612,Joe Czerwinski,@JoeCz
302613,Paul Gregutt,@paulgwine
302614,Anna Lee C. Iijima,
302615,Paul Gregutt,@paulgwine
302616,Michael Schachner,@wineschach
302617,Susan Kostrzewa,@suskostrzewa
302618,Joe Czerwinski,@JoeCz
302619,Michael Schachner,@wineschach
302620,,
302621,Susan Kostrzewa,@suskostrzewa
302622,,
302623,,
302624,,
302625,,
302626,,
302627,,
302628,,
302629,Paul Gregutt,@paulgwine
302630,,
302631,,
302632,Joe Czerwinski,@JoeCz
302633,,
302634,Roger Voss,@vossroger
302635,,
302636,Roger Voss,@vossroger
302637,Roger Voss,@vossroger
302638,Roger Voss,@vossroger
302639,Roger Voss,@vossroger
302640,,
302641,Joe Czerwinski,@JoeCz
302642,Michael Schachner,@wineschach
302643,Joe Czerwinski,@JoeCz
302644,,
302645,Virginie Boone,@vboone
302646,,
302647,,
302648,Anna Lee C. Iijima,
302649,Paul Gregutt,@paulgwine
302650,Paul Gregutt,@paulgwine
302651,Paul Gregutt,@paulgwine
302652,Roger Voss,@vossroger
302653,Roger Voss,@vossroger
302654,Roger Voss,@vossroger
302655,,
302656,Roger Voss,@vossroger
302657,Roger Voss,@vossroger
302658,Roger Voss,@vossroger
302659,Roger Voss,@vossroger
302660,,
302661,,
302662,Kerin O’Keefe,@kerinokeefe
302663,,
302664,Paul Gregutt,@paulgwine
302665,Paul Gregutt,@paulgwine
302666,Roger Voss,@vossroger
302667,Kerin O’Keefe,@kerinokeefe
302668,,
302669,,
302670,Lauren Buzzeo,@laurbuzz
302671,,
302672,Roger Voss,@vossroger
302673,,
302674,Michael Schachner,@wineschach
302675,Lauren Buzzeo,@laurbuzz
302676,Paul Gregutt,@paulgwine
302677,,
302678,Paul Gregutt,@paulgwine
302679,Paul Gregutt,@paulgwine
302680,Roger Voss,@vossroger
302681,,
